Item_Id,Playtime_Forever_Hours,Year_Launch,Genres
322850,553,2015,"Simulation, Management, Sports"
322900,358,2015,"War, Grand Strategy, RTS, Strategy, Indie"
322910,1380,2015,"Multiplayer,  Turn-Based Strategy,  Board Game, Gore, Great Soundtrack, Simulation, Singleplayer, Third Person, Competitive, Strategy, Tactical, Sci-fi,  Turn-Based, Action, Indie, Turn-Based Tactics"
322920,3060,2015,"Survival Horror,  Horror, Exploration, Multiplayer, Shooter, First-Person, Open World, Survival, PvP, Crafting, Simulation, Singleplayer,  Sandbox, Strategy, Co-op, FPS, Adventure, Action"
322930,1,2014,"Simulation, Indie, Flight"
322950,35,2015,"Sports, Card Game, Simulation, Casual,  Strategy, Multiplayer, Indie"
322970,280,2015,"Point & Click, Exploration, Adventure, Puzzle, Indie"
322980,41,2013,"Strategy, Action, Casual"
322990,4,2014,"Hidden Object, Casual, Point & Click"
323020,35,2015,"Casual, Indie"
323040,40,2015,"Indie, Music"
323060,667,2016,"RPG, Difficult, Turn-Based, Great Soundtrack, Rogue-like, Space, Indie, Strategy,  Board Game, Survival"
323220,1065,2014,"2D, Multiplayer, RPG, Local Co-Op, Rogue-lite, Perma Death, Online Co-Op, Rogue-like, Difficult, Platformer, Early Access, 4 Player Local, Procedural Generation, Pixel Graphics, Co-op, Metroidvania, Adventure, Action, Indie"
323240,10,2014,"RPG, Action"
323280,9,2012,"Hidden Object, Casual"
323370,166955,2015,"Massively Multiplayer, Action RPG, Multiplayer, MMORPG, RPG, Free to Play, Cute, Character Customization, Open World, Controller, Nudity, Fantasy, PvP, Anime, Third Person, Co-op, Adventure, Action, Hack and Slash"
323380,778,2015,"Story Rich, Puzzle, Strategy, Simulation, First-Person, Singleplayer, Comedy,  Adventure, Action, Indie"
323430,7,2014,"Adventure, Action, Indie"
323450,103,2015,"RPG, JRPG, Adventure, Action, Anime"
323460,108,2015,"2D, Shoot Em Up, Bullet Hell, Arcade, Action"
323470,42274,2015,"Action RPG,  Multiplayer, Fast-Paced, RPG, Local Co-Op, Online Co-Op, Beat em up, Character Customization, Open World, Controller, Fantasy, Fighting, Singleplayer, Anime, Funny, Third Person, Co-op, Adventure, Action"
323490,574,2014,"Great Soundtrack, Visual Novel, Casual, Dating Sim, Adventure, Indie, Anime"
323580,416,2015,"2D, Fantasy, Difficult, Kickstarter, Female Protagonist, Isometric, Great Soundtrack, Exploration, Singleplayer,  Controller, Adventure, Action, Hand-drawn, Indie, Atmospheric"
323610,1257,2006,"Realistic, dable, Adventure, Co-op, Simulation, Singleplayer, Management, Strategy, Multiplayer"
323630,19,2015,"Puzzle, Physics, Indie"
323670,10,2015,"Funny, Sports, Retro, Early Access, Racing, Pixel Graphics, Driving,  Action, Local Multiplayer, Indie"
323700,9,2014,"Horror, Puzzle, Casual, Indie"
323720,261,2015,"Horror, Point & Click, Singleplayer,  Horror, Adventure, Puzzle, Indie"
323780,37,2014,Simulation
323850,1678,2016,"2D, Casual, Multiplayer, Fast-Paced, Local Multiplayer, Local Co-Op, Online Co-Op, Arcade, Gore, Platformer, Great Soundtrack, Singleplayer, 4 Player Local, Funny, Competitive, dable, Memes, Co-op, Action, Indie"
323900,330,2015,"PvP,  Free to Play, Strategy, Board Game, Casual, Card Game, Multiplayer, Indie"
324070,144,2014,"2D, Puzzle, Physics, Racing, Action, Indie, Puzzle-Platformer"
324080,1086,2014,"Exploration, Multiplayer, Building, Realistic, RPG, First-Person, Open World, Atmospheric, Survival,  Crafting, Early Access, Singleplayer, Sandbox, Zombies, Co-op, FPS, Adventure, Action, Indie"
324090,1,2017,"Strategy, Simulation, Sports"
324110,9,2011,"Racing, Sports"
324120,17,2014,"Walking Simulator, Casual, Sci-fi, Adventure, Indie"
324140,6,2015,"Local Co-Op, Difficult, Platformer, Casual, Action, Puzzle-Platformer"
324160,920,2015,"Story Rich,  Great Soundtrack, Cute, Multiple Endings, Visual Novel, Family Friendly, Singleplayer, Casual, Romance, Classic, Dating Sim, Choices Matter, Adventure, Comedy, Atmospheric, Anime"
324190,183,2015,"Multiplayer, Early Access, Magic,  Simulation, Adventure, Action, Sandbox, Indie"
324260,419,2015,"RPG, Multiplayer, dable, Multiple Endings, Space, Simulation, Sci-fi, Singleplayer, Open World, Top-Down, Character Customization, Classic, Strategy, Action, Sandbox, Indie, Atmospheric"
324270,14,2015,"3D Platformer, Magic, First-Person, Singleplayer, Open World, Adventure, Puzzle, Indie, Atmospheric"
324310,422,2016,"Realistic,  , Online Co-Op, Physics, Driving, Co-op, Simulation, Singleplayer, First-Person, Open World, Management, Adventure, Multiplayer, Atmospheric"
324390,67,2015,"Puzzle, Adventure, Action, Indie"
324400,6,2015,"Strategy, Indie"
324420,166,2014,"Strategy, Turn-Based, Indie"
324470,74,2015,"Early Access, Racing, Indie"
324510,106,2014,"RPG, Massively Multiplayer, Multiplayer,  Crafting, Dark Fantasy, Early Access, Space, Simulation, First-Person, Open World, Adventure, Action, Sandbox, Building, MMORPG, Indie, Survival"
324570,356,2014,"Multiplayer, Shooter, Great Soundtrack, Adventure, Co-op, Sci-fi, Singleplayer, FPS, Strategy, Action, Twin Stick Shooter, Top-Down Shooter, Aliens"
324610,20,2014,"Adventure, Indie, Point & Click"
324650,90,2016,"Female Protagonist, First-Person,  FPS,  Adventure, Action"
324680,888,2003,"War, Base Building,  Singleplayer, Classic, RTS, Strategy, Multiplayer, Cult Classic"
324710,31,2015,"Female Protagonist, Choose Your Own Adventure, Visual Novel, Casual, Comedy, Adventure, Indie"
324730,88,2015,"RPG, Adventure, Choose Your Own Adventure, Indie"
324740,17,2016,"RPG, Choose Your Own Adventure, Indie, Adventure, Action, Board Game"
324750,122,2014,"Adventure, Casual, Racing"
324760,25,2015,"Action, Racing, Destruction"
324770,21,2007,"Adventure, Female Protagonist, Point & Click"
324810,1202,2016,"Massively Multiplayer, Parkour, Multiplayer, Fast-Paced, Shooter, Free to Play, First-Person, Open World,  PvP, Singleplayer, Classic, Anime, Competitive, Co-op, Sci-fi, FPS, Strategy, Action, Indie"
324830,2,2014,"Action, Free to Play"
324850,1,2014,Action
325060,29,2015,"Puzzle, First-Person, Indie, Puzzle-Platformer"
325090,336,2014,"RPG, Fantasy, Pixel Graphics, Casual, Dungeon Crawler, Adventure, Action, Rogue-like"
325110,8,2012,"Platformer, Horror, Memes, Casual,  Horror,  Puzzle"
325120,195,2012,"Horror, Dark, Mystery,  Visual Novel, Casual, Detective, Surreal,  Nudity, Gore, Atmospheric, Story Rich, Great Soundtrack,  Horror, Classic, Anime, Adventure, Indie"
325150,112,2014,"Female Protagonist, Platformer,  Pixel Graphics, Action, Indie, Anime"
325160,24,2014,"Adventure, Pixel Graphics, Indie, Point & Click"
325180,273,2014,"2D, Design & Illustration, Software Training,  Video Production, Utilities, Web Publishing, Free to Play, Software,  , Education,  Simulation,  Game Development, Sandbox, FPS, Indie, Animation & eling"
325210,70,2014,"Crafting, Early Access, Co-op, Singleplayer, Open World, Adventure, Action, Indie, Survival"
325300,9,2015,"Kickstarter, Early Access, Co-op, Casual, Arcade, Action, Local Multiplayer, Indie"
325320,103,2014,"RPG, Survival Horror, Female Protagonist, Horror, RPGMaker,  Lovecraftian, Adventure"
325370,341,2015,"Puzzle, Adventure, Sci-fi, Comedy, Arcade, Strategy, Action, Rogue-like, Indie"
325420,518,2014,"Action, Sports, Early Access, Racing, Physics, Co-op, Simulation, Open World, Adventure, Multiplayer, Sandbox, Building, Indie"
325430,7,2016,"RPG, Early Access,  Simulation, Adventure, Action, Sandbox, Indie"
325470,144,2014,"Turn-Based, Early Access, Grand Strategy,  Strategy, Turn-Based Strategy"
325520,80,2015,"2D, Funny, Point & Click, Casual, Short, Comedy, Adventure, Puzzle, Indie"
325610,67896,2015,"Medieval, Historical, RTS, Multiplayer, Turn-Based Strategy, Open World,  Survival, Atmospheric, War, Grand Strategy, Adventure, Simulation, Singleplayer, Strategy, Tactical, Co-op, Turn-Based, Action"
325630,77,2015,"Strategy, Simulation"
325730,169,2016,"RPG, Fantasy, Adventure, Sci-fi, RTS, Strategy, Action, Indie"
325790,41,2015,"Isometric,  Turn-Based Strategy, RPG,  Kickstarter, Perma Death, Turn-Based Combat, Post-apocalyptic, Story Rich,  , Adventure, Singleplayer, Strategy, Tactical, Sci-fi, Turn-Based, Indie, Turn-Based Tactics"
325860,64,2014,"Strategy, Action, Tower Defense, Indie"
325870,95,2014,"3D Platformer, Horror,  Action, Indie"
325880,6,2015,"Platformer, Pixel Graphics, Metroidvania, Indie, Rogue-like"
325910,105,2014,"Software, Design & Illustration, Animation & eling"
326110,1,2016,"Crafting, Shooter, Co-op, Space, Tower Defense, Singleplayer, Sci-fi, Top-Down, Indie, Arcade, Action, Twin Stick Shooter, Top-Down Shooter"
326120,271,2015,"Arcade, Action, Shoot Em Up, Indie"
326130,1,2014,Casual
326150,288,2014,"RPG, Difficult, Funny, Retro, Rogue-lite, Arcade, Action, Rogue-like, Indie"
326160,6312,2014,"RPG, Fantasy, Massively Multiplayer, Crafting, Early Access, Singleplayer, Open World, Sandbox, MMORPG"
326180,534,2014,"Horror,  Point & Click, Casual, Singleplayer, Hidden Object, Adventure, Puzzle, Indie"
326190,477,2014,"Female Protagonist, Horror, Point & Click, Casual, Singleplayer, Hidden Object, Adventure, Puzzle, Indie"
326230,40,2014,"RPG, Space, Simulation, Strategy, Indie"
326340,32,2015,"Funny, Sports, Retro, Cute, Pixel Graphics, Fighting, Singleplayer, Classic, 4 Player Local, Adventure, Action, 2D Fighter, Anime"
326380,13,2015,"Mystery, Casual, Hidden Object, Adventure, Puzzle"
326410,4234,2015,"Exploration, Multiplayer, MMORPG, RPG, Open World, Atmospheric,  Choose Your Own Adventure, Adventure, Singleplayer, Sandbox,  Procedural Generation,  Co-op, Economy, Strategy, Action, Indie"
326460,21673,2015,"2D, Massively Multiplayer, Casual, Multiplayer, Turn-Based Strategy, Shooter, Online Co-Op, Early Access, Great Soundtrack, Family Friendly, Singleplayer, Colorful, Funny, Physics, Strategy,  Co-op, Turn-Based, Action, Indie"
326470,6,2014,"2D, Competitive, Racing, Space, Sci-fi, Arcade, Action, Indie"
326480,3928,2013,"Story Rich, Funny, Sexual Content, Mature, Cute, Great Soundtrack, Point & Click, Visual Novel, Simulation, Singleplayer, Casual, Romance, Dating Sim, Nudity, Adventure, Atmospheric, Anime"
326520,10,2016,"Puzzle, Casual, Music"
326590,14,2014,"Sports, Retro, Simulation, Classic, Strategy, Action"
326630,80,2014,"Sports,  Simulation,  Management, Strategy"
326650,2,2015,"RPG,  Tactical, Dungeon Crawler, First-Person, Indie"
326670,734,2015,"RPG, Fantasy, Turn-Based, Tactical, Singleplayer, Dungeon Crawler,  Strategy, Board Game, Turn-Based Tactics"
326720,62,2014,"Retro, Great Soundtrack, Dungeon Crawler, Indie, Arcade, Action, Rogue-like"
326730,136,2014,"RPG, Story Rich, Female Protagonist, RPGMaker, Adventure, Indie"
326840,125,2016,"Difficult,  Great Soundtrack, Beat em up,  Singleplayer, Robots, Indie, Adventure, Action, Hack and Slash, Rogue-like"
326960,117,2014,"Multiplayer, Funny, Horror,  Shooter, Zombies, Free to Play, Co-op, First-Person, Singleplayer, FPS, Gore, Open World, Adventure, Action, Sandbox, Survival"
326990,18,2014,"Space, Action, Indie"
327000,106,2015,"Early Access, Visual Novel, Simulation, Game Development, Indie, Anime"
327010,17,2014,"Simulation, Action, Racing"
327030,460,2016,"2D, Local Co-Op, Multiplayer, Funny, Shooter, Turn-Based, Adventure, Memes, Co-op, Singleplayer, Casual, Comedy, Classic, Strategy, Action, Local Multiplayer, Turn-Based Strategy, Gore"
327060,70,2015,"2D, Difficult, Platformer, Great Soundtrack, Singleplayer, Adventure, Action, Indie, Atmospheric"
327070,1028,2016,"Medieval, Massively Multiplayer, Historical, Multiplayer, MMORPG, RPG,  Open World, Atmospheric, Survival, PvP, Difficult, Crafting, Early Access, Great Soundtrack, Simulation, Sandbox, Adventure, Action, Indie"
327090,578,2015,"Massively Multiplayer,  Exploration, Multiplayer, Building, RPG, Realistic, Base Building, First-Person, Open World, Survival, PvP, Crafting, Early Access, Simulation, Sandbox, Co-op, Adventure, Action, Indie"
327150,18,2014,"RPG, Local Co-Op, Zombies, Action RPG, Tower Defense, Top-Down Shooter, Sci-fi, Strategy, Action, Indie"
327220,193,2015,"Fantasy, Female Protagonist, Dark Humor, Dark, Point & Click, Singleplayer, Adventure, Indie"
327260,169,2014,"2D, Platformer, Retro, Great Soundtrack, Pixel Graphics, Singleplayer, Adventure, Indie"
327310,253,2014,"Female Protagonist, Great Soundtrack,  Casual, Singleplayer, Action, Indie, Stealth"
327370,15,2014,"Hidden Object, Casual"
327380,17,1987,"Adventure, Simulation, Classic"
327390,28,1990,"Adventure, Simulation, Classic, Pixel Graphics"
327400,32,1994,"Retro, Strategy, Pixel Graphics, Simulation, Classic, 4X, Adventure, Turn-Based Strategy"
327410,682,2014,"2D, RPG, Walking Simulator, Story Rich, Retro, Surreal, Great Soundtrack, Pixel Graphics, Visual Novel, RPGMaker, Interactive Fiction, Short, Singleplayer, Casual, Top-Down, Adventure, Indie, Atmospheric"
327440,43,2014,"RPG, Great Soundtrack, Casual, Adventure, Action, Indie"
327490,3,2014,"Design & Illustration, Utilities, RTS, Game Development, Animation & eling"
327500,17,2015,"Twin Stick Shooter, Action, Bullet Hell, Indie"
327510,985,2016,"RPG, Post-apocalyptic, Funny, Rogue-lite, Singleplayer, Dungeon Crawler, FPS, Comedy,  Action, Rogue-like, Indie"
327520,25,2015,"Action, Female Protagonist, Adventure, Puzzle, Indie"
327560,24,2016,"Difficult, Female Protagonist, Horror, Dark, Great Soundtrack, First-Person, Singleplayer, Controller, Adventure, Action, Atmospheric, Indie, Survival"
327640,455,2015,"Early Access, Free to Play, Singleplayer, Classic, Strategy, Indie, City Builder"
327650,109,2012,"Hidden Object, Puzzle, Casual, Indie"
327670,526,2015,"RPG, Steampunk,  Rogue-lite, Perma Death, Singleplayer, Casual, Strategy, Puzzle, Rogue-like, Indie, Match 3"
327680,53,2016,"RPG,  Casual, Adventure, Action, Indie"
327740,196,2003,"RPG, Multiplayer, Cyberpunk, Sci-fi, Singleplayer, FPS, Classic, Adventure, Action, Atmospheric"
327860,1280,2014,"Exploration, Multiplayer, RPG, Walking Simulator, First-Person, Open World, Atmospheric, Survival,  Crafting, Relaxing, Early Access, Singleplayer,  Sandbox, Procedural Generation,  Adventure, Action, Indie"
327890,3464,2015,"3D Platformer, Difficult, Funny,  Third Person, Physics, Cute, Family Friendly, Simulation, Singleplayer, Casual, Comedy, Controller, Adventure, Action, Indie"
327910,15,1997,"RTS, Strategy, Action, Adventure"
327920,6,1993,"RPG, Cyberpunk, Horror,  Point & Click, Classic, Adventure"
327930,52,1992,"RPG, Medieval, Retro, Historical, Pixel Graphics, Singleplayer, 1990s, Open World, Classic, Adventure, Sandbox"
327940,1,1994,"Fantasy, Pixel Graphics, Point & Click, 1990s, Classic, Adventure"
327950,94,1989,"Retro, Strategy, Simulation, Classic, Adventure"
327960,9,2016,"RPG, Early Access, Online Co-Op, Open World, Adventure, Indie"
327980,13,2015,"RPG, Fantasy, JRPG, Retro"
328000,1,2016,"RPG, JRPG"
328060,1264,2015,"RPG, Fantasy, Massively Multiplayer, Multiplayer, Funny, Horror, Free to Play, Racing, Co-op, Casual, Singleplayer, Open World, Adventure, Action, Anime"
328070,2010,2014,"Fast-Paced, Multiplayer, Shooter, Competitive, First-Person, FPS, Action, Indie"
328080,196,2014,"2D, Retro, Early Access, Great Soundtrack, Pixel Graphics, Base Building, Tower Defense, Simulation, Singleplayer,  Level Editor, Soundtrack, City Builder, Strategy, Sandbox, Rogue-like, Indie, Survival"
328100,3,2014,"RPG, Adventure, Puzzle, Indie, Match 3"
328220,56,2015,"RPG, JRPG, Mystery, Visual Novel, Simulation, Romance,  Indie"
328310,1,2014,Simulation
328430,4,1992,"Adventure, 1990s, Classic, Point & Click"
328440,1,1996,"Strategy, Sci-fi, Turn-Based"
328450,4,1998,Strategy
328460,4,1999,"Action, FPS, Racing, Classic"
328470,22,1999,"Cyberpunk,  Third-Person Shooter, Robots, Action"
328500,495,2014,"Difficult, Funny, Platformer, Retro, Great Soundtrack, Pixel Graphics, Memes, Short, Adventure, Action, Indie"
328510,12,2016,"Early Access, Pixel Graphics, Bullet Hell, Indie, Action, Rogue-like"
328550,11,2014,"RPG, Choose Your Own Adventure, Interactive Fiction, Text-Based, Indie"
328600,529,2014,"Cyberpunk, Turn-Based, Great Soundtrack, Tactical, Sci-fi, Top-Down, Strategy, Turn-Based Strategy"
328640,53,2014,"Female Protagonist, Zombies, Beat em up, Arcade, Adventure, Action, Indie"
328650,28,2015,"Action, Indie"
328680,129,2014,"Casual, Indie"
328710,10,2015,"Multiplayer, Early Access, Zombies, Adventure, Action, Sandbox, Indie, Survival"
328730,319,2014,"RPG,  Touch-Friendly, Casual, Singleplayer, Puzzle, Indie"
328740,19,2014,"RPG, Early Access, Adventure, Action, Indie"
328760,824,2015,"RPG,  Retro, Rogue-lite, Great Soundtrack, Strategy, Pixel Graphics, Dungeon Crawler, Casual, Singleplayer, Indie, Text-Based, Adventure, Action,  Rogue-like"
328780,140,2014,"Puzzle,  Indie"
328830,17,2014,"Sports, Tactical, Simulation, Casual, Singleplayer, Management, Strategy, Action"
328870,31,2014,"Simulation, Sports"
328880,2,2014,"Hidden Object, Adventure, Casual, Sci-fi"
328890,3,2013,"Strategy, Casual"
328900,75,2000,"Simulation, I, Flight"
328920,9,1991,"Simulation, Stealth, Classic, Flight"
328930,1,1994,"Retro, Simulation, Classic, Flight"
328940,454,2015,"2D, Platformer, Pixel Graphics, Singleplayer, Adventure, Indie, Atmospheric"
328990,3,2011,Indie
329000,17,2014,"RPG, JRPG, Simulation, RPGMaker, Adventure, Indie"
329020,166,2014,"RPG, Card Game, Free to Play, Indie"
329040,3,2015,"RPG, Fantasy, Early Access, Great Soundtrack, Dungeon Crawler, First-Person,  Adventure, Action, Indie"
329050,2332,2015,"RPG, Beat em up,  Controller, Atmospheric, Difficult, Story Rich, Female Protagonist, Replay Value, Remake, Great Soundtrack, Singleplayer, Classic, Stylized, Anime, Third Person, Adventure, Action, Hack and Slash"
329110,4613,2014,"RPG, Fantasy, Action, Multiplayer, Card Game, Free to Play, Adventure, Casual, Singleplayer, Strategy, Puzzle, Match 3"
329130,6041,2015,"2D, Multiplayer, Shooter, Great Soundtrack, Adventure, Physics, Exploration, Space, Singleplayer, Sci-fi, Top-Down, Open World, Bullet Hell, Strategy, Action, Sandbox, Building, Indie"
329200,20,2015,"Survival Horror, Horror, Dark, First-Person, Singleplayer,  Horror, Survival, Lovecraftian, Adventure, Puzzle, Indie, Atmospheric"
329240,124,2015,"RPG, Rogue-lite, Great Soundtrack, Rogue-like, Action, Hack and Slash, Indie"
329280,19,2016,"Medieval, War, Early Access, RTS, Strategy, Indie"
329320,13,2014,"Action, Great Soundtrack, Casual, Puzzle, Indie, Music"
329380,2434,2015,"2D, Platformer, Puzzle, Puzzle-Platformer, Metroidvania, Singleplayer, Adventure, Action, Indie, Stealth"
329430,3589,2015,"Survival Horror, Multiplayer, RPG, Perma Death, Base Building, Open World, Gore, Post-apocalyptic, Atmospheric, Survival, Crafting, Great Soundtrack, Simulation, Singleplayer, Sandbox, Third Person, Zombies, FPS, Adventure, Action"
329440,743,2015,"Colorful, 3D Platformer, Action, Funny, Platformer, Third Person, Great Soundtrack, Memes, Co-op, Family Friendly, Singleplayer, Open World, Parkour, Comedy, Classic, Adventure, Fast-Paced, Anime"
329460,136,2015,"2D, Local Co-Op, Fast-Paced, Difficult, Platformer, Retro, Racing, Great Soundtrack, Pixel Graphics, Space, Local Multiplayer, 4 Player Local,  Adventure, Action,  Indie"
329480,2,2014,"Adventure, Action, Indie, Visual Novel"
329490,991,2015,"2D, Multiplayer, Local Multiplayer, Local Co-Op, Cute, Beat em up, Arcade, Nudity, Female Protagonist, Great Soundtrack, Fighting, 4 Player Local, Anime, Retro, Pixel Graphics, Side Scroller, Co-op, Action, Hack and Slash"
329610,8,2015,"Sports, Retro, Simulation, Arcade, Indie"
329620,5,1995,"Strategy, I"
329630,6,1990,"Retro, Strategy, 1990s"
329640,19,1996,"Shooter, Retro, First-Person, 1990s, FPS, Classic, Action"
329650,24,1998,"Retro, War, Shooter, 1990s, FPS, Classic, Action"
329670,2,1990,"Retro, Simulation,  Classic"
329680,1,1992,"Retro, Simulation,  I"
329690,72,2014,"Platformer, Sports,  Great Soundtrack, Multiple Endings, Singleplayer, Casual, Short, Adventure, Indie"
329790,372,2015,"RPG, Free to Play, Strategy, Multiplayer, Board Game, Anime"
329830,190,2014,"Walking Simulator, Story Rich, Horror, Exploration, First-Person,  Horror, Short, Adventure, Indie"
329890,5,2015,"Design & Illustration, Utilities, Software Training, Early Access, RPGMaker, Education, Game Development, Animation & eling"
329970,222,2015,"RPG, Fantasy,  2D, Early Access, Base Building, Pixel Graphics, Singleplayer, Indie, Strategy, Sandbox, Rogue-like"
330000,241,2015,"Fantasy, PvP, Card Game,  Free to Play, Strategy, Multiplayer"
330070,5935,2015,Video Production
330100,33,2016,"RPG, 2D, Space, Simulation, Action, Building, Indie"
330180,292,2015,"Fast-Paced, Retro,  Cute,  Singleplayer, Casual, y, 4 Player Local, Arcade, Action, Local Multiplayer, Indie"
330270,231,2015,"RPG, Fantasy, 2D, Fast-Paced, Local Co-Op, Platformer, Action RPG, Pixel Graphics, Co-op, Action, Rogue-like, Indie"
330350,707,2014,"2D, Platformer, Side Scroller, Casual, Adventure, Action, Indie"
330370,8,2015,"Action, Simulation, Casual"
330390,474,2015,"RPG, Fantasy, Story Rich, Retro, Turn-Based, JRPG, Great Soundtrack, Singleplayer, Classic, Adventure, Turn-Based Combat, Cult Classic, Anime"
330450,76,2015,"Action, Casual, Indie"
330460,70,2014,"RPG, 2D, Early Access, Adventure, Space, Simulation, Sci-fi, Strategy, Action, Sandbox, Indie"
330470,70,2014,"Indie, Abstract"
330500,4,2016,"Puzzle, Casual, Atmospheric"
330520,1,2014,"Early Access, Racing, Indie, Sports"
330570,101,2015,"Survival Horror, Multiplayer, Horror, Early Access, Great Soundtrack, Pixel Graphics, Top-Down Shooter, Top-Down, Survival, Action, Indie, Atmospheric"
330580,238,2015,"Action, Horror, Early Access, Co-op, Exploration,  Singleplayer, First-Person,  Gore, FPS, Open World, Multiplayer, Indie, Survival"
330620,133,2014,"RPG, Strategy, Simulation, Indie"
330660,136,2015,"Action, Great Soundtrack, Physics, Level Editor, Space, Simulation, Puzzle, Indie"
330670,84,2015,"Action, Local Multiplayer, Indie, Pixel Graphics"
330680,48,2014,"Shoot Em Up, Sci-fi, Arcade, Action, Indie"
330720,118,2013,"Replay Value,  Tactical, Simulation, Singleplayer,  Strategy, Multiplayer, Turn-Based Strategy, Turn-Based Tactics"
330820,322,2015,"Cyberpunk, Visual Novel, Robots, Kickstarter, Puzzle, Story Rich, Great Soundtrack, Point & Click, Singleplayer, Stylized,  Anime, Colorful, Retro, Pixel Graphics, ern,  Sci-fi, Adventure, Indie"
330830,20128,2014,"Visual Novel, Casual,  RPG, Comedy, Atmospheric, Story Rich, Female Protagonist, Choose Your Own Adventure, Great Soundtrack, Point & Click, Singleplayer, Choices Matter,  Funny, Dark Humor, Memes, Sci-fi, Adventure, Action"
330840,14899,2014,"Medieval, Interactive Fiction, Casual,  Mature, Nudity, Gore, Atmospheric, Fantasy, Story Rich, Female Protagonist, War, Choose Your Own Adventure, Point & Click,  Singleplayer, Choices Matter,  Third Person, Adventure"
330990,160,2014,"2D, Fantasy, Story Rich, Female Protagonist, Horror, Great Soundtrack, Mystery, Point & Click, Family Friendly, Casual, Singleplayer, Hidden Object, Adventure, Puzzle, Indie, Atmospheric"
331120,278,2014,"Survival Horror, Horror, Multiplayer, Walking Simulator, Online Co-Op, Free to Play,  First-Person, Open World, Atmospheric, Survival, Crafting, Singleplayer,  Horror, Funny, Zombies, Co-op, Adventure, Action, Indie"
331160,29,2006,"Racing, Memes, Family Friendly,  Horror, Open World, Nudity, Adventure, Gore"
331190,35,2015,"2D, Difficult,  Story Rich, Platformer, Retro,  Great Soundtrack, Pixel Graphics, Anime, Singleplayer,  Action, Indie, Stealth"
331200,230,2015,"Exploration, Casual,  Illuminati, Walking Simulator, First-Person, Open World, Comedy, Nudity, Atmospheric,  Relaxing, Great Soundtrack, Simulation, Sandbox, Funny, Memes, FPS, Adventure, Indie"
331210,2,2016,"2D,  Story Rich, Funny,  Early Access, Great Soundtrack, Point & Click, Casual, Singleplayer, Short, Comedy, Stylized, Adventure, Hand-drawn, Indie, Music"
331220,124,2014,"Multiplayer,  4 Player Local, Action, Local Multiplayer, Indie, Stealth"
331290,2,2014,"Action,  Indie, Anime"
331340,161,2015,"Minimalist, Horror, Surreal, Dark, Puzzle-Platformer, Mystery, Singleplayer, Adventure, Puzzle, Indie, Atmospheric"
331390,116,2014,"RPG, 2D, Fantasy, Difficult, Female Protagonist, Tower Defense, Singleplayer, Survival, Nudity, Strategy, Fast-Paced, Indie, Anime"
331400,103,2014,"RPG, Fantasy, Action RPG, Metroidvania, Casual, Adventure, Action, Indie"
331440,908,2014,"RPG, 2D, Rogue-lite, Perma Death, Pixel Graphics, Dungeon Crawler, Singleplayer, Adventure, Action, Rogue-like, Indie"
331450,7,2003,"Difficult, Story Rich, Female Protagonist, Great Soundtrack, Point & Click, Family Friendly, Open World, Nudity, Adventure, Action"
331470,2428,2014,"2D, Mystery, Visual Novel, Casual, Mature, Free to Play, Comedy, Nudity, Story Rich, Replay Value, Great Soundtrack, Multiple Endings, Singleplayer, Choices Matter, Dating Sim, Classic, Anime, Romance, Adventure, Indie"
331480,7,2017,"Story Rich, Platformer, Dark, Great Soundtrack, Side Scroller, Casual, Singleplayer, Short, Adventure, Puzzle, Atmospheric, Indie, Puzzle-Platformer"
331500,1163,2015,"Multiplayer, Shooter, War, Base Building, Co-op,  Sci-fi, Singleplayer, FPS, Robots, First-Person, RTS, Strategy, Action, Open World, Indie"
331570,126,2015,"Platformer, Casual, Adventure, Action, Indie"
331580,2,2014,"Exploration, Walking Simulator, Free to Play, Indie"
331600,6844,2015,"Multiplayer, Local Co-Op, Beat em up, Open World, Comedy, Controller, Story Rich, Great Soundtrack, Fighting, Singleplayer, Anime, Funny, Third Person, JRPG, Strategy,  Co-op, Adventure, Action, Hack and Slash"
331610,87,2014,"Simulation, Casual, Indie"
331650,80,2000,"Multiplayer, Racing, Singleplayer, Classic, Action, Indie, Gore"
331670,3888,2014,"Funny, Board Game, Co-op, Family Friendly, Casual, Comedy, Strategy, Multiplayer, Local Multiplayer, Indie"
331720,88,2015,"Post-apocalyptic,  Zombies, Singleplayer, Top-Down, Strategy, Action,  Indie, Survival"
331750,27,2008,"Post-apocalyptic, Action, Multiplayer, Horror, Great Soundtrack, Space, Robots,  Horror, Adventure, Puzzle"
331760,170,2015,"Point & Click,  Comedy, Adventure, Indie"
331790,473,2015,"RPG, Fantasy, Story Rich, Crafting, JRPG, RPGMaker, Sci-fi, Adventure, Indie, Anime"
331920,26,1998,"Retro, Simulation, Economy, Management"
331970,38,2002,"Multiplayer, Adventure,  Space, RTS, Strategy, Action"
331980,162,2014,"Platformer, Casual, Adventure, Indie, Puzzle-Platformer"
332070,3583,2014,"Massively Multiplayer,  Multiplayer, MMORPG, RPG, Online Co-Op, Free to Play, First-Person, Open World, Survival, Atmospheric, Fantasy, PvP, Family Friendly, Simulation, Singleplayer, Funny, Co-op, Adventure, Action"
332150,7,2014,"Action, Early Access, Indie"
